Instance,No_In_Sequence,Class,Freeze,Obstacle,Person,Joint_1_x,Joint_1_y,Joint_1_z,Joint_2_x,Joint_2_y,Joint_2_z,Joint_3_x,Joint_3_y,Joint_3_z,Joint_4_x,Joint_4_y,Joint_4_z,Joint_5_x,Joint_5_y,Joint_5_z,Joint_6_x,Joint_6_y,Joint_6_z,Joint_7_x,Joint_7_y,Joint_7_z,Joint_8_x,Joint_8_y,Joint_8_z,Joint_9_x,Joint_9_y,Joint_9_z,Joint_10_x,Joint_10_y,Joint_10_z,Joint_11_x,Joint_11_y,Joint_11_z,Joint_12_x,Joint_12_y,Joint_12_z,Joint_13_x,Joint_13_y,Joint_13_z,Joint_14_x,Joint_14_y,Joint_14_z,Joint_15_x,Joint_15_y,Joint_15_z,Joint_16_x,Joint_16_y,Joint_16_z,Joint_17_x,Joint_17_y,Joint_17_z
0,16,0,0,0,0,0,0,0,2.4508670520231215,0.0,0.0,2.4508670520231215,2.360655737704924,3.0,2.941040462427746,12.590163934426233,5.0,7.84277456647399,14.95081967213115,10.0,8.332947976878613,22.819672131147545,11.0,25.979190751445085,9.442622950819676,2.0,27.939884393063583,16.52459016393443,10.0,32.84161849710983,7.868852459016395,2.0,39.70404624277457,5.508196721311471,9.0,36.763005780346816,8.655737704918039,2.0,38.23352601156069,20.459016393442628,4.0,55.879768786127165,2.360655737704917,27.0,59.31098265895954,23.606557377049185,10.0,74.99653179190751,15.737704918032783,42.0,80.878612716763,32.26229508196722,27.0,30.3907514450867,12.196721311475414,4.0
0,17,0,0,0,0,0,0,0,2.031137724550898,0.0,1.0,3.046706586826347,2.0869565217391326,6.0,4.062275449101796,11.130434782608699,10.0,7.61676646706587,14.608695652173914,11.0,7.61676646706587,20.17391304347826,16.0,27.92814371257485,15.30434782608696,11.0,27.420359281437126,17.39130434782609,13.0,14.725748502994009,9.043478260869563,41.0,42.14610778443114,3.4782608695652186,4.0,37.06826347305389,11.130434782608699,4.0,38.59161676646706,18.78260869565218,1.0,57.379640718562875,1.391304347826086,21.0,59.9185628742515,24.347826086956523,8.0,79.72215568862276,7.652173913043477,34.0,80.7377245508982,38.95652173913044,20.0,21.07305389221557,4.173913043478265,14.0
0,18,0,0,0,0,0,0,0,2.0557575757575757,0.8135593220338961,2.0,2.56969696969697,1.6271186440677994,6.0,3.5975757575757576,12.203389830508478,12.0,8.223030303030303,17.084745762711865,17.0,7.709090909090909,21.966101694915256,20.0,26.210909090909087,21.966101694915256,17.0,27.23878787878788,24.40677966101695,17.0,46.768484848484846,15.457627118644073,6.0,44.71272727272728,15.457627118644073,7.0,38.03151515151515,14.644067796610173,4.0,39.57333333333334,17.898305084745765,10.0,62.70060606060606,18.71186440677966,0.0,59.10303030303031,4.067796610169495,12.0,78.63272727272727,47.186440677966104,7.0,81.20242424242424,2.4406779661017026,30.0,37.00363636363636,19.93220338983051,11.5
0,19,0,0,0,0,0,0,0,2.5238095238095237,0.0,4.0,2.5238095238095237,2.3414634146341484,6.0,3.0285714285714294,11.707317073170728,6.0,7.571428571428573,23.414634146341463,19.0,7.066666666666666,32.78048780487805,20.0,25.74285714285714,17.5609756097561,6.0,25.238095238095237,38.63414634146341,20.0,36.34285714285714,3.5121951219512226,19.0,41.89523809523809,32.78048780487805,10.0,38.86666666666667,17.5609756097561,3.0,39.37142857142857,25.75609756097561,6.0,60.57142857142857,11.707317073170728,3.0,60.57142857142857,11.707317073170728,3.0,80.76190476190476,19.90243902439024,27.0,74.70476190476191,48.0,6.0,30.79047619047619,21.073170731707318,0.5
0,20,0,0,0,0,0,0,0,2.0433734939759036,1.2000000000000028,0.0,2.5542168674698793,2.3999999999999986,8.0,3.065060240963855,16.799999999999997,12.0,7.66265060240964,23.999999999999996,17.0,7.151807228915663,33.599999999999994,18.0,25.542168674698797,14.399999999999999,4.0,25.542168674698797,40.8,20.0,34.22650602409639,7.200000000000003,26.0,43.42168674698795,36.0,10.0,40.3566265060241,27.599999999999998,8.0,40.3566265060241,22.799999999999997,8.0,60.790361445783134,31.199999999999996,9.0,59.25783132530121,2.3999999999999986,4.0,81.22409638554217,36.0,24.0,79.69156626506025,17.999999999999996,16.0,29.884337349397587,16.799999999999997,3.0
0,21,0,0,0,0,0,0,0,3.102439024390244,0.0,5.0,2.5853658536585367,1.9591836734693828,8.0,3.6195121951219513,17.632653061224488,12.0,7.239024390243902,19.591836734693874,18.0,6.721951219512196,25.469387755102037,19.0,23.785365853658536,14.693877551020407,10.0,25.336585365853658,32.326530612244895,20.0,31.024390243902435,4.897959183673471,24.0,43.43414634146342,27.428571428571427,12.0,39.29756097560976,24.489795918367346,11.0,39.29756097560976,23.51020408163265,10.0,59.463414634146346,34.285714285714285,5.0,59.463414634146346,5.877551020408163,2.0,81.18048780487804,43.10204081632653,24.0,80.66341463414633,4.897959183673471,19.0,28.180487804878048,13.714285714285708,2.0
0,22,0,0,0,0,0,0,0,2.093827160493827,0.7999999999999972,1.0,2.617283950617284,1.6000000000000014,9.0,3.6641975308641976,10.400000000000006,16.0,7.851851851851852,16.800000000000004,23.0,7.851851851851852,20.800000000000004,23.0,25.649382716049384,16.000000000000004,14.0,26.6962962962963,25.6,21.0,32.977777777777774,3.200000000000003,18.0,43.97037037037037,21.6,15.0,36.641975308641975,25.6,18.0,38.212345679012344,21.6,17.0,57.58024691358025,32.800000000000004,3.0,59.67407407407407,9.600000000000001,3.0,79.56543209876543,47.2,19.0,81.1358024691358,0.7999999999999972,17.0,29.83703703703704,14.400000000000006,1.5
0,23,0,0,0,0,0,0,0,1.5703703703703704,1.4545454545454533,1.0,2.093827160493827,0.7272727272727266,5.0,1.0469135802469136,8.0,11.0,7.328395061728395,18.181818181818183,17.0,8.375308641975309,18.181818181818183,17.0,23.555555555555557,21.090909090909093,18.0,27.74320987654321,18.90909090909091,18.0,40.82962962962963,13.090909090909093,9.0,44.49382716049383,14.545454545454547,11.0,37.165432098765436,26.181818181818183,9.0,37.68888888888889,21.090909090909093,11.0,57.580246913580254,24.0,6.0,59.67407407407408,12.363636363636367,2.0,74.85432098765432,46.54545454545455,22.0,81.65925925925926,10.181818181818187,24.0,34.28641975308642,16.000000000000004,13.5
0,24,0,0,0,0,0,0,0,2.0682926829268293,1.6842105263157947,0.0,2.5853658536585367,0.8421052631578902,8.0,0.5170731707317073,9.263157894736835,11.0,5.687804878048782,25.26315789473684,9.0,7.7560975609756095,19.368421052631575,16.0,19.648780487804878,26.105263157894733,15.0,27.921951219512195,15.999999999999996,16.0,39.29756097560976,11.78947368421052,7.0,41.36585365853659,5.052631578947363,6.0,36.71219512195122,28.631578947368418,9.0,37.22926829268293,24.42105263157894,9.0,56.87804878048781,21.052631578947363,2.0,57.91219512195123,21.052631578947363,1.0,69.80487804878048,46.315789473684205,24.0,81.18048780487804,24.42105263157894,24.0,33.60975609756098,13.89473684210526,11.5
0,25,0,0,0,0,0,0,0,1.551219512195122,1.9200000000000017,2.0,2.0682926829268293,0.9600000000000009,8.0,0.0,11.520000000000003,10.0,6.721951219512195,32.64,8.0,8.273170731707317,20.16,17.0,23.268292682926827,38.4,1.0,27.921951219512195,11.520000000000003,7.0,33.609756097560975,37.44,5.0,40.33170731707317,8.64,8.0,35.678048780487806,33.6,6.0,37.74634146341464,28.8,5.0,54.80975609756098,15.36,10.0,57.395121951219515,28.8,1.0,74.45853658536585,36.48,14.0,81.69756097560975,39.36,26.0,30.765853658536585,24.479999999999997,6.0
