0.0,4.0,1.0,"[0.0, 0.0, 0.0]","[0.4, 0.30000000000000004, 0.0]","[-0.3422902174853739, -0.16299534165970186, -0.32599068331940373]","[0.2773500981126146, 0.4160251471689218, 0.0]","[0.0, 0.49446817643414875, 0.07417022646512231]","[0.22903933372554697, 0.11451966686277365, 0.42944875073540123]","[0.053266561817132185, 0.4971545769599045, 0.0]","[0.26832815729997606, -0.3577708763999663, 0.22360679774997916]","[0.2690691175985265, 0.3699700366979721, -0.20180183819889397]","[0.4008188340197094, -0.08588975014708033, 0.28629916715693415]","[0.4775669329409169, -0.14694367167412814, 0.01836795895926624]","[0.4800596079016053, -0.13441669021244973, 0.038404768632128494]","[0.43678926652298244, 0.1720684989332959, -0.1720684989332959]","[0.49706683015727293, 0.02130286414959759, -0.049706683015728004]","[0.4733357327641343, 0.04238827457589256, -0.15542367344493968]","[0.4888634348549772, 0.046930889746078286, 0.0938617794921558]","[0.4828744872318538, -0.029715353060422167, 0.12629025050679266]"
0.0,5.0,1.0,"[0.0, 0.0, 0.0]","[0.2418861169915809, 0.2999999999999998, 0.4743416490252569]","[-0.4759208384415865, -0.563887204528339, -0.5932519252318285]","[-0.0667735026932279, 0.5307330141042028, 0.3441236008058426]","[-0.026135418674465782, 0.0, 0.021899389116190715]","[0.5075823409911244, -0.25687100949133, 0.24375341255835004]","[0.09267208212908784, 0.9700208207033647, 0.15762208124782012]","[0.5914093286779583, -0.10648552088375807, 0.510790061197075]","[0.17284407273358937, 0.8510952610226603, -0.10557679333395611]","[0.35064606768114714, 0.19006046471502458, 0.7002244894500897]","[0.6059256978930847, 0.33440169689649846, -0.0244182960247894]","[0.8109061878438197, -0.20793815242183067, -0.32920254241477487]","[0.8450375569868385, 0.37619264416522746, -0.37619264416522746]","[0.9118475080494335, 0.1249980336226395, -0.30894460669833457]","[0.811095997500729, -0.2953719901607066, 0.0]","[0.6287391560910294, 0.2800570918061567, -0.325765384215984]","[0.6610197967276008, 0.19932861629125753, -0.28089902834063807]"
0.0,6.0,1.0,"[0.0, 0.0, 0.0]","[0.11923621510419569, 0.0, 0.05831650185633519]","[0.19970271237712112, -0.06755852953530339, -0.10059457524575777]","[0.08462286205042946, 0.11470786693528101, 0.08687572309207936]","[0.05594092960022168, 0.0, -0.07962962010716079]","[0.5672181418603905, -0.0827155417592908, -0.4743704727718647]","[0.20607218697862173, 0.1395329104101286, -0.17571125208551308]","[0.3230811713779822, -0.14871464448379168, 0.5871832634470966]","[0.2751656314891662, 0.20258221705910984, -0.08947029331211431]","[-0.05017276633856227, 0.0902548766850515, -0.05031302314947439]","[0.21964585786969337, 0.024909903982990755, 0.1397879308509995]","[-0.022706810651065723, -0.07352146220938094, -0.014053920453630298]","[0.07491495713052387, 0.03745747856526549, 0.1292091881014017]","[0.25255925676140123, 0.34702730116918623, 0.14631562914429974]","[0.3377602647366018, -0.2555607710839205, 0.6409670777383338]","[-0.057640705558029026, 0.6845923204465603, -0.5042770609056069]","[0.3142280729836955, -0.24724570285616032, -0.3391478971034516]"
0.0,7.0,1.0,"[0.0, 0.0, 0.0]","[0.14126733462466046, -0.06804138174397734, 0.060264525038918326]","[-0.11388026216662439, 0.5569401310833124, 0.16666666666666663]","[-0.04559518616898517, -0.15811388300841855, -0.25724787771376323]","[-0.3188155145939493, 0.6260887106043374, 0.23990245915419525]","[0.3593858127134677, 0.2886751345948129, 0.2062996122357701]","[0.37079081189859764, -0.7415816237971953, -0.5374574785652648]","[0.44232586846469246, -0.6211629342323457, 0.22627902192255256]","[0.5683503256436886, -0.7381155222746081, -0.18569533817705186]","[0.26148818018424436, -0.6106136309764505, -0.43155232291960033]","[0.24600027985634654, -0.9205750254040943, 0.2857163104609346]","[-0.3535533905932766, -0.3123475237772122, 0.7439877953147889]","[-0.3333333333333357, -0.5202200572599391, 0.6868867239266074]","[0.0182121403162796, -0.1776795116802834, 0.6060352877680639]","[0.1832541665344536, 0.5097925488997468, 0.6764511284505286]","[-0.3184941245126254, 0.41690106189546583, 0.39926089367673345]","[0.24391553669138943, -0.5302060588095592, 0.5532888611594515]"
0.0,8.0,1.0,"[0.0, 0.0, 0.0]","[-0.3217781016650061, -0.06804138174397734, 0.01205132676521048]","[-0.6708203932499368, -0.22360679774997871, 0.0]","[-0.7528846562908349, -0.5295045593625223, 0.18569533817705186]","[-0.5590057458770556, -0.34071102806904463, 0.2672612419124244]","[-0.024635580805904667, 0.2383656473113981, 0.0659165816700682]","[0.20412414523193156, -0.18464149271388308, 0.2430894502680263]","[0.3210580559465228, -0.2211629342323458, -0.5587922281501143]","[0.0, -0.867820805472892, 0.20412414523193156]","[0.45630817560259374, -0.6020273795433528, -0.392375785662459]","[0.1768535590773226, -0.9512277478635092, 0.21384398531839155]","[0.4685212856658154, -0.23426064283290926, 0.5466081666101221]","[0.3521803625302482, -0.17746320932814896, 0.04539557337930544]","[-0.01598498888255051, 0.011109167348684001, 0.35761657520483325]","[0.2620652071583578, 0.8610537786785732, -0.05317895533727324]","[-0.12097769771854416, -0.5153270303114255, 0.3465502269255083]","[0.16973121926245938, 0.44127118187041914, 0.45429825638596455]"
0.0,9.0,1.0,"[0.0, 0.0, 0.0]","[-0.18569533817705186, 0.0, -0.9642383454426298]","[-0.4277309429819105, -0.2430894502680263, -0.40824829046386313]","[-0.1872559143480501, 0.08504478823353478, 0.0]","[0.046010262223512566, -0.678465794257189, 0.40824829046386313]","[-0.09534625892455928, 0.7127072963366552, -0.5871720481689353]","[0.0, -0.27639320225001995, 0.44721359549995787]","[0.36730210568367383, 0.07516460280028303, -0.4099066472723836]","[0.22462231762434115, -0.6654961681776257, 0.20412414523193156]","[-0.22056658629793446, -0.20480152552503905, -0.701986195996346]","[-0.2522702778357271, -0.8712630970109689, 0.27534825067704727]","[0.4378643186915667, 0.1700577818670479, -0.3343377096993656]","[0.3521803625302482, 0.4410896512667133, 0.11584133478857567]","[0.25584846653704574, 0.28136513843623057, 0.0]","[0.12005034556601402, 0.8870930777947823, -0.030236597161149348]","[0.43548387096774377, -0.706568425433316, -0.040586370400301774]","[0.08959088484010636, 0.9936514665316789, 0.0]"
0.0,10.0,1.0,"[0.0, 0.0, 0.0]","[0.44721359549995787, 0.0, -0.27639320225002106]","[0.2908506015986516, 0.20412414523193156, -0.3375376123452083]","[0.2286476568662167, -0.024326509232772686, -0.18257418583505536]","[0.5882347850306195, -0.012068825332587352, 0.1521745305980713]","[-0.22874785549890753, 0.8555880748567679, -0.3868617385073252]","[-0.27735009811261513, -0.08397485283107642, 0.0]","[0.0645707661992958, 0.2871641788015551, -0.08383507920067146]","[0.5500142753744441, -0.742319127786427, 0.0]","[-0.5478398174227905, 0.10476079692541895, -0.740510712783621]","[-0.48131212212481955, -0.38417490996391623, -0.29053684874676655]","[0.1265857585340413, 0.563699077447608, -0.5429257134240686]","[0.0, 0.7649994700015892, 0.4239991520025441]","[0.38358673489230455, -0.5628373641349489, -0.4254768001862601]","[-0.08598903450987905, 0.92013626568726, 0.07896818525858507]","[0.5317089158326809, -0.12958140674796548, -0.3843510307763012]","[-0.09851850979241306, 0.9822725342579623, 0.02769243878108618]"
0.0,11.0,1.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.08672645636672005, -0.20412414523193156, -0.13341346711327684]","[0.08214480091126575, 0.016179893516397703, 0.0]","[0.26284282728052144, -0.29301593017332195, -0.25607375986579195]","[-0.1986684160781813, 0.32860740684523915, 0.26756289494308927]","[-0.27735009811261513, 0.4160251471689236, 0.0]","[-0.7326058519267278, 0.13484790102022615, 0.22675869290427553]","[0.36933728169658764, -0.050949679010436455, 0.0]","[0.027037208859276518, 0.311879985843007, -0.02498760241687048]","[0.0, 0.4545686450484947, -0.5056908659589128]","[-0.046881419723639794, 0.6758523217567944, 0.35583404862776735]","[-0.07808688094430494, 0.3438262381113937, -0.4685212856658181]","[0.14345175238162255, -0.05852830125279329, -0.557563840371996]","[0.0, -0.01856733874868155, -0.12722833945199596]","[0.15641797140781932, 0.5777684572080144, -0.36073937123891753]","[-0.43855847235070655, 0.8742430409199393, 0.0]"
0.0,12.0,1.0,"[0.0, 0.0, 0.0]","[-0.42381320049795645, -0.015600263334667686, 0.2756016289593859]","[-0.3271375798984817, -0.12301343466655035, 0.28254011816035607]","[0.0, 0.061910447266260604, 0.2416841222614159]","[-0.12126781251816654, -0.1727237262954544, 0.3904344047215152]","[0.0, 0.04243656520576211, 0.0]","[-0.17407765595569735, 0.17407765595569913, -0.4351941398892447]","[0.0, 0.30860669992418366, 0.30860669992418366]","[-0.0707188873532516, 0.7847887632470645, -0.1593941782658348]","[0.2082854482132106, 0.08183674284164955, 0.9265487590301618]","[0.22176393485953838, 0.9479042937759061, 0.02842607656877516]","[-0.2817391978025654, 0.5533918817997812, 0.7575160270317127]","[-0.43164027153758155, -0.15617376188860632, -0.11496789507254435]","[0.36684522129478125, 0.8176929514097306, -0.179700587848739]","[0.12126781251816965, -0.9820131174094726, 0.055215763037423926]","[0.06019292654288222, 0.9776823506999106, 0.18240322038037426]","[-0.41548964840308145, -0.07370515609493822, 0.1547131869388192]"
0.0,13.0,1.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.04833682445228327, -0.4350314200705485, -0.2583158777385841]","[-0.13363062095621236, 0.5796087656896365, -0.01045745814712129]","[-0.20813946410522455, 0.5422891796919931, -0.6241690125627786]","[-0.23562340144536442, 0.42026063791436385, 0.0]","[0.11342668533447409, 0.629733393142363, -0.46751170416045884]","[-0.4381219491580275, 0.748445834272701, 0.11905087119567093]","[-0.09724271140593999, -0.21928810317266167, 0.025497272138593985]","[0.01973342594909866, 0.9883103955579955, 0.0]","[-0.10697606354636946, 0.584155824373731, -0.09114742806817766]","[-0.5667541069488848, 0.3198010745334159, 0.03375231605985807]","[-0.01936446901687816, 0.9167414663012714, -0.01871223454310922]","[-0.02901294265927845, -0.9031230645667723, -0.234913663555405]","[-0.023137240669143466, 0.9820209924087173, -0.05366883605108086]","[0.09141711427785992, -0.9181111182584942, 0.07688949137732592]"
