Instance,No_In_Sequence,Class,Joint_1_x,Joint_1_y,Joint_1_z,Joint_2_x,Joint_2_y,Joint_2_z,Joint_3_x,Joint_3_y,Joint_3_z,Joint_4_x,Joint_4_y,Joint_4_z,Joint_5_x,Joint_5_y,Joint_5_z,Joint_6_x,Joint_6_y,Joint_6_z,Joint_7_x,Joint_7_y,Joint_7_z,Joint_8_x,Joint_8_y,Joint_8_z,Joint_9_x,Joint_9_y,Joint_9_z,Joint_10_x,Joint_10_y,Joint_10_z,Joint_11_x,Joint_11_y,Joint_11_z,Joint_12_x,Joint_12_y,Joint_12_z,Joint_13_x,Joint_13_y,Joint_13_z,Joint_14_x,Joint_14_y,Joint_14_z,Joint_15_x,Joint_15_y,Joint_15_z,Joint_16_x,Joint_16_y,Joint_16_z,Joint_17_x,Joint_17_y,Joint_17_z
30,1,0,156,275,158.0,6,1,7.0,4,9,1.0,12,17,7.0,4,5,7.0,5,22,7.0,11,28,6.0,10,65,48.0,16,50,24.0,12,23,2.0,156,287,26.0,154,285,25.0,9,39,19.0,156,287,26.0,19,225,56.0,75,283,30.0,52,78,21.0
30,5,0,0,372,127.0,13,17,31.0,0,4,36.0,0,29,42.0,2,14,36.0,10,51,51.0,24,10,1.0,79,40,51.0,69,8,24.0,2,24,38.0,106,12,11.0,97,44,49.0,96,18,37.0,160,21,56.0,159,13,50.0,230,40,9.0,208,9,7.0
30,6,0,0,306,88.0,0,1,3.0,0,2,16.0,9,12,9.0,6,9,72.0,10,32,17.0,13,20,14.0,48,15,19.0,47,9,17.0,96,13,17.0,85,6,20.0,91,38,17.0,95,20,13.0,170,13,12.0,168,12,23.0,237,29,16.0,219,50,5.0
30,7,0,0,288,91.0,4,10,15.0,0,3,1.0,94,27,17.0,237,4,8.0,10,31,16.0,6,34,17.0,47,5,20.0,54,30,16.0,85,29,15.0,69,14,15.0,93,31,17.0,98,19,14.0,175,28,14.0,163,7,1.0,237,43,17.0,234,3,2.0
30,8,0,0,266,76.0,2,7,0.0,5,7,0.0,95,36,0.0,5,31,0.0,5,31,0.0,5,41,2.0,47,12,5.0,58,41,0.0,87,24,60.0,68,22,1.0,96,37,0.0,94,50,3.0,166,35,5.0,162,6,16.0,236,59,1.0,229,19,23.0
30,9,0,5,245,104.0,5,2,8.0,5,5,23.0,5,12,8.0,1,1,3.0,7,30,26.0,12,44,23.0,50,11,30.0,47,10,29.0,88,14,21.0,69,17,26.0,90,34,23.0,87,40,23.0,160,16,14.0,159,12,14.0,228,5,14.0,228,4,14.0
30,10,0,8,230,115.0,7,0,5.0,5,5,32.0,7,5,7.0,3,1,98.0,2,27,32.0,1,28,32.0,44,14,33.0,43,40,30.0,88,3,36.0,79,2,34.0,84,22,30.0,81,36,32.0,151,3,30.0,149,17,32.0,201,47,34.0,224,9,24.0
30,11,0,0,216,108.0,8,5,11.0,0,6,91.0,1,16,11.0,223,21,18.0,6,25,19.0,9,31,19.0,48,14,24.0,55,40,19.0,93,2,91.0,89,29,87.0,92,15,26.0,95,37,22.0,151,16,15.0,155,23,11.0,230,16,15.0,235,22,19.0
30,12,0,12,199,16.0,8,2,97.0,6,3,90.0,12,12,92.0,4,7,90.0,1,23,76.0,3,29,74.0,41,15,71.0,7,64,189.0,84,2,74.0,10,12,91.0,91,16,69.0,90,40,73.0,150,13,85.0,150,33,84.0,213,27,96.0,218,38,75.0
30,13,0,15,182,124.0,6,0,8.0,2,2,4.0,13,13,15.0,15,13,15.0,4,20,28.0,12,35,29.0,43,11,37.0,43,38,28.0,89,5,70.0,81,2,34.0,95,20,29.0,94,40,27.0,152,6,20.0,148,36,19.0,208,18,21.0,215,53,33.0
30,14,0,17,165,132.0,6,0,4.0,1,1,4.0,15,11,16.0,17,11,16.0,3,15,28.0,16,41,27.0,44,1,28.0,41,18,35.0,86,12,28.0,83,4,31.0,82,20,32.0,85,40,30.0,146,2,24.0,137,25,28.0,206,3,28.0,189,52,25.0
30,15,0,0,154,124.0,1,0,2.0,0,42,69.0,5,7,6.0,2,19,0.0,22,8,16.0,34,41,10.0,63,9,16.0,69,51,3.0,99,24,16.0,108,47,8.0,102,16,20.0,106,37,18.0,159,6,17.0,150,17,15.0,221,8,20.0,204,25,4.0
30,16,0,16,146,127.0,2,1,3.0,2,6,51.0,6,5,3.0,6,20,3.0,11,2,18.0,22,41,7.0,50,18,21.0,57,50,2.0,80,31,61.0,93,48,3.0,86,13,18.0,89,35,13.0,143,11,18.0,140,8,13.0,204,15,23.0,186,1,30.0
30,17,0,22,138,134.0,1,0,1.0,8,19,7.0,4,5,4.0,3,20,6.0,11,1,16.0,24,40,9.0,46,17,21.0,58,47,2.0,77,31,2.0,93,43,3.0,86,11,18.0,88,31,13.0,138,11,17.0,138,12,18.0,194,23,26.0,184,3,71.0
30,18,0,25,137,140.0,0,5,7.0,6,6,13.0,3,2,0.0,0,16,2.0,11,3,17.0,25,32,4.0,44,21,18.0,63,35,2.0,77,34,9.0,94,31,3.0,80,1,17.0,84,23,11.0,132,9,2.0,132,9,17.0,174,12,21.0,182,0,74.0
30,19,0,27,131,154.0,0,1,1.0,4,0,10.0,2,3,4.0,1,18,3.0,11,1,24.0,25,31,8.0,43,18,24.0,58,32,4.0,74,28,4.0,75,27,13.0,79,0,24.0,83,23,12.0,120,20,0.0,131,11,10.0,159,1,32.0,170,4,37.0
30,20,0,29,124,169.0,0,0,0.0,2,18,7.0,1,3,6.0,2,18,7.0,12,0,32.0,25,30,17.0,43,14,32.0,58,31,13.0,74,24,27.0,72,23,21.0,78,4,27.0,80,21,20.0,115,16,18.0,127,14,22.0,162,15,80.0,173,9,152.0
30,21,0,36,115,181.0,0,1,1.0,1,17,18.0,2,3,5.0,1,17,18.0,11,0,27.0,21,31,25.0,41,13,39.0,52,34,17.0,71,20,20.0,67,27,27.0,74,0,37.0,74,23,31.0,122,11,23.0,122,19,32.0,160,19,114.0,167,17,120.0
30,22,0,42,103,189.0,5,1,3.0,3,22,9.0,5,2,4.0,4,19,10.0,8,0,21.0,15,32,20.0,41,11,44.0,46,39,15.0,68,19,37.0,65,35,24.0,69,4,35.0,69,27,35.0,117,4,7.0,113,24,33.0,153,7,120.0,152,28,39.0
30,23,0,40,94,192.0,1,2,5.0,2,18,13.0,2,3,8.0,2,18,13.0,12,0,29.0,18,35,12.0,43,12,35.0,49,41,11.0,70,20,27.0,75,40,10.0,72,5,31.0,73,27,29.0,118,2,22.0,110,22,12.0,159,1,22.0,148,27,40.0
30,24,0,40,92,181.0,1,2,3.0,1,16,3.0,0,1,0.0,1,15,3.0,13,4,8.0,18,30,2.0,40,17,16.0,47,39,0.0,61,24,3.0,73,41,4.0,70,4,18.0,70,24,9.0,112,5,8.0,105,12,4.0,150,4,117.0,146,9,117.0
30,25,0,44,85,189.0,1,0,1.0,4,15,5.0,0,3,4.0,0,17,5.0,12,1,10.0,18,31,6.0,37,15,11.0,47,40,5.0,56,21,3.0,71,40,4.0,63,5,12.0,66,25,10.0,107,9,10.0,103,13,12.0,147,10,124.0,141,4,116.0
30,26,0,48,85,188.0,1,1,0.0,0,16,3.0,0,1,1.0,1,15,4.0,12,4,7.0,18,26,4.0,35,17,8.0,46,32,3.0,55,24,4.0,71,28,3.0,62,0,8.0,64,19,4.0,101,1,3.0,103,12,7.0,136,4,3.0,136,7,171.0
30,27,0,48,82,194.0,1,1,1.0,4,20,0.0,1,3,4.0,3,16,1.0,12,4,11.0,20,24,8.0,36,15,10.0,47,27,6.0,59,22,10.0,62,24,5.0,62,0,13.0,64,19,9.0,98,11,41.0,103,8,9.0,128,7,3.0,132,1,0.0
30,28,0,51,77,200.0,2,0,2.0,1,16,10.0,1,4,5.0,0,16,11.0,10,1,16.0,17,25,10.0,32,12,16.0,44,29,6.0,56,20,15.0,67,28,10.0,55,1,16.0,57,18,13.0,91,9,52.0,94,11,12.0,128,1,39.0,130,8,75.0
30,29,0,53,71,206.0,1,0,1.0,1,16,10.0,1,3,6.0,1,16,10.0,10,0,13.0,17,24,16.0,33,10,22.0,35,25,16.0,57,19,14.0,55,18,17.0,53,3,21.0,54,18,18.0,92,5,59.0,95,14,13.0,124,1,24.0,131,13,190.0
30,30,0,56,65,203.0,2,0,2.0,1,0,1.0,2,4,3.0,1,15,5.0,9,0,9.0,16,25,10.0,33,10,13.0,40,26,10.0,55,17,14.0,51,18,15.0,53,3,16.0,55,19,15.0,92,1,54.0,92,17,12.0,126,1,71.0,127,21,12.0
30,31,0,57,56,212.0,3,0,1.0,2,15,8.0,3,4,8.0,2,15,8.0,9,0,21.0,14,26,13.0,35,11,17.0,40,30,14.0,56,16,19.0,53,24,17.0,54,4,24.0,57,22,19.0,91,4,66.0,90,19,43.0,125,3,95.0,121,24,21.0
30,32,0,55,50,207.0,1,0,1.0,2,1,4.0,1,4,6.0,0,15,6.0,11,1,15.0,15,27,3.0,34,11,17.0,41,33,6.0,53,16,16.0,61,31,7.0,55,5,16.0,57,22,12.0,89,2,63.0,91,15,60.0,121,10,96.0,122,14,84.0
30,33,0,56,47,202.0,1,1,2.0,0,14,0.0,1,1,0.0,0,14,0.0,11,3,11.0,15,25,2.0,32,11,13.0,39,33,1.0,49,19,16.0,60,33,2.0,54,3,7.0,57,19,4.0,87,2,7.0,86,11,4.0,110,3,7.0,112,11,4.0
30,34,0,58,42,200.0,2,1,1.0,2,19,13.0,0,3,3.0,1,15,9.0,11,1,7.0,16,26,7.0,31,7,7.0,41,33,4.0,40,10,10.0,60,31,4.0,52,3,2.0,54,20,0.0,85,4,56.0,84,15,0.0,108,3,56.0,112,14,0.0
30,35,0,61,41,197.0,1,1,3.0,0,15,15.0,1,4,5.0,1,15,14.0,8,0,0.0,15,24,13.0,27,7,5.0,38,27,7.0,45,8,6.0,58,24,5.0,47,1,1.0,50,17,4.0,78,5,36.0,78,11,45.0,109,15,102.0,109,8,94.0
30,36,0,61,38,193.0,2,0,1.0,0,15,13.0,1,3,7.0,0,14,12.0,8,2,4.0,16,24,17.0,26,4,0.0,36,24,14.0,32,4,2.0,49,20,12.0,46,4,9.0,48,17,11.0,73,3,10.0,76,10,30.0,98,12,52.0,98,7,51.0
30,37,0,60,35,190.0,1,1,2.0,0,6,14.0,0,4,9.0,0,12,21.0,11,4,8.0,15,20,19.0,34,5,2.0,37,20,17.0,9,35,2.0,5,10,20.0,51,4,11.0,52,16,18.0,79,1,35.0,82,9,44.0,102,9,35.0,107,7,44.0
30,52,0,159,279,150.0,7,0,4.0,0,4,3.0,7,2,4.0,0,5,4.0,8,20,0.0,16,24,9.0,15,8,30.0,12,9,30.0,19,85,30.0,159,291,22.0,0,3,3.0,1,17,13.0,15,8,30.0,16,16,30.0,16,82,29.0,19,85,30.0
30,72,0,152,282,161.0,11,4,11.0,6,2,12.0,14,1,17.0,8,0,14.0,6,11,2.0,8,21,8.0,8,9,21.0,1,6,8.0,14,1,18.0,9,9,20.0,7,58,49.0,2,26,13.0,15,62,21.0,4,80,13.0,57,76,24.0,12,88,19.0
31,4,0,62,47,204.0,2,2,1.0,3,3,1.0,1,5,9.0,4,9,7.0,15,5,3.0,9,16,17.0,33,11,4.0,1,41,17.0,48,17,8.0,1,43,17.0,52,4,3.0,51,18,13.0,77,7,51.0,76,20,47.0,97,12,51.0,97,25,62.0
31,5,0,56,59,205.0,2,2,3.0,3,3,5.0,0,5,13.0,2,10,5.0,17,5,8.0,13,19,12.0,39,9,3.0,36,27,16.0,59,10,2.0,51,18,14.0,58,1,7.0,57,18,12.0,87,4,7.0,84,22,55.0,113,9,7.0,110,31,55.0
31,6,0,53,82,195.0,2,3,0.0,4,2,1.0,0,5,1.0,5,9,3.0,19,5,1.0,12,22,2.0,39,11,3.0,35,37,1.0,56,15,2.0,58,41,8.0,60,5,3.0,56,23,4.0,92,12,44.0,91,22,54.0,121,15,54.0,121,30,94.0
31,7,0,53,85,190.0,3,3,1.0,4,2,1.0,0,5,2.0,5,9,4.0,18,5,3.0,12,22,0.0,39,12,6.0,35,37,3.0,57,16,5.0,60,39,7.0,62,4,1.0,59,22,4.0,95,11,11.0,94,22,44.0,128,18,31.0,128,25,74.0
31,8,0,49,86,187.0,2,3,0.0,4,2,0.0,1,5,2.0,4,10,2.0,19,7,4.0,13,22,0.0,43,12,6.0,39,33,2.0,64,14,9.0,63,31,3.0,62,0,0.0,60,19,2.0,102,4,5.0,99,20,41.0,140,5,60.0,136,26,64.0
31,9,0,46,89,184.0,3,2,1.0,3,3,0.0,3,6,7.0,4,11,2.0,19,7,5.0,14,23,0.0,44,11,6.0,41,31,3.0,68,13,7.0,64,26,3.0,68,1,3.0,66,18,3.0,105,2,3.0,104,24,38.0,131,18,17.0,136,28,61.0
31,10,0,44,94,185.0,3,2,0.0,4,3,2.0,0,5,5.0,4,12,1.0,20,6,4.0,15,24,5.0,44,11,3.0,40,31,6.0,62,11,4.0,61,22,5.0,68,1,0.0,66,20,5.0,109,3,3.0,106,25,31.0,149,3,116.0,144,30,41.0
31,11,0,44,102,186.0,2,3,1.0,4,3,4.0,1,5,6.0,4,12,4.0,20,5,0.0,14,25,6.0,46,8,5.0,40,35,7.0,70,9,3.0,62,25,10.0,70,3,4.0,67,24,17.0,108,4,3.0,106,30,24.0,146,3,123.0,141,35,26.0
31,12,0,43,112,181.0,2,3,0.0,4,3,0.0,2,4,3.0,4,12,0.0,22,4,6.0,13,26,2.0,49,8,8.0,41,40,13.0,73,11,9.0,66,37,16.0,69,6,4.0,67,27,9.0,111,9,0.0,108,34,16.0,149,14,115.0,141,43,12.0
31,13,0,41,122,180.0,2,2,1.0,4,3,2.0,0,5,6.0,6,13,1.0,23,2,2.0,13,29,12.0,51,8,7.0,39,45,10.0,74,11,6.0,66,48,12.0,71,10,0.0,66,30,10.0,111,14,1.0,106,32,13.0,150,24,116.0,140,44,17.0
31,14,0,38,128,177.0,2,3,7.0,5,3,1.0,1,5,13.0,6,12,1.0,24,3,7.0,12,28,8.0,49,10,6.0,40,46,19.0,68,15,8.0,68,51,16.0,71,11,5.0,66,30,18.0,114,19,10.0,112,27,18.0,153,30,110.0,156,35,111.0
31,15,0,36,135,161.0,2,3,1.0,4,4,0.0,2,4,9.0,6,13,3.0,23,3,10.0,14,30,5.0,49,10,20.0,42,47,5.0,67,16,21.0,70,51,5.0,74,12,5.0,70,31,3.0,117,23,5.0,119,26,7.0,156,34,93.0,159,24,9.0
31,16,0,33,140,154.0,2,3,0.0,4,3,3.0,1,4,4.0,6,14,0.0,25,2,13.0,15,30,3.0,52,10,17.0,46,45,5.0,75,14,19.0,77,46,7.0,77,9,9.0,73,28,0.0,123,16,8.0,124,24,7.0,167,24,0.0,169,24,0.0
31,17,0,28,144,144.0,4,3,1.0,5,4,0.0,2,8,24.0,7,14,2.0,23,4,18.0,16,29,0.0,53,9,18.0,50,42,7.0,82,12,13.0,79,38,2.0,81,2,7.0,77,25,0.0,127,5,14.0,128,26,0.0,172,27,1.0,173,28,0.0
31,18,0,23,152,144.0,4,3,15.0,5,4,7.0,0,3,14.0,7,16,3.0,24,2,8.0,15,31,12.0,55,7,21.0,49,40,17.0,84,7,17.0,77,29,13.0,83,2,4.0,81,25,11.0,127,1,2.0,129,30,5.0,168,20,20.0,173,34,1.0
31,19,0,20,164,134.0,3,2,8.0,6,5,4.0,1,6,50.0,7,18,4.0,23,2,11.0,15,33,9.0,58,1,21.0,51,43,16.0,87,5,47.0,76,25,11.0,87,7,8.0,85,31,14.0,139,5,2.0,135,40,2.0,188,6,8.0,176,46,3.0
31,20,0,20,179,176.0,5,2,2.0,6,5,47.0,0,2,8.0,9,18,53.0,23,4,14.0,14,36,53.0,60,3,6.0,50,48,62.0,92,1,8.0,79,33,67.0,89,11,39.0,85,37,67.0,141,14,48.0,136,48,48.0,195,17,58.0,179,60,30.0
31,21,0,16,194,173.0,4,2,23.0,6,3,51.0,3,1,42.0,10,17,55.0,26,7,41.0,14,39,57.0,61,3,16.0,51,51,59.0,97,2,12.0,86,49,66.0,92,14,46.0,86,36,56.0,146,17,51.0,139,40,54.0,200,30,58.0,174,64,43.0
31,22,0,9,206,129.0,3,3,2.0,5,3,15.0,1,0,2.0,8,18,15.0,28,8,3.0,15,39,16.0,64,0,7.0,53,57,25.0,94,10,43.0,90,60,25.0,93,17,12.0,89,39,20.0,146,25,18.0,144,29,20.0,199,48,3.0,206,48,9.0
31,23,0,6,222,109.0,6,3,91.0,5,5,3.0,18,9,12.0,5,20,0.0,30,12,18.0,15,43,4.0,68,2,20.0,52,64,7.0,89,11,44.0,92,67,7.0,98,22,8.0,92,43,7.0,147,37,12.0,149,30,12.0,210,59,4.0,218,28,12.0
31,24,0,4,230,107.0,4,4,91.0,4,4,0.0,4,4,0.0,2,21,3.0,28,11,5.0,15,42,8.0,70,2,11.0,55,61,10.0,92,13,9.0,97,64,10.0,103,20,1.0,98,40,10.0,151,40,12.0,157,31,12.0,210,66,9.0,226,21,23.0
31,25,0,0,245,90.0,1,0,0.0,1,0,0.0,9,2,0.0,14,43,0.0,20,15,12.0,15,43,0.0,66,8,17.0,60,54,5.0,102,4,18.0,106,50,5.0,106,20,4.0,104,38,3.0,163,29,5.0,167,33,5.0,205,67,24.0,226,34,6.0
31,26,0,0,254,89.0,2,3,1.0,6,1,11.0,12,3,1.0,1,1,0.0,10,14,2.0,6,37,5.0,50,25,7.0,78,22,14.0,96,9,2.0,102,7,7.0,103,21,6.0,106,33,7.0,162,3,7.0,166,36,6.0,205,46,4.0,224,42,4.0
31,27,0,0,270,80.0,227,8,16.0,0,0,0.0,12,4,64.0,2,20,0.0,2,22,2.0,2,33,1.0,60,8,2.0,59,14,6.0,77,7,0.0,88,14,14.0,95,15,5.0,91,33,1.0,160,7,8.0,163,42,3.0,226,9,16.0,232,57,5.0
31,28,0,0,296,80.0,0,0,6.0,0,3,0.0,0,25,6.0,0,3,0.0,2,30,6.0,2,34,7.0,53,18,9.0,57,17,12.0,60,12,15.0,88,15,13.0,96,25,1.0,94,41,4.0,167,10,3.0,164,56,1.0,236,1,2.0,229,81,5.0
31,29,0,0,325,71.0,1,1,0.0,0,0,0.0,12,1,0.0,1,3,0.0,2,43,0.0,2,34,0.0,4,4,17.0,62,25,9.0,88,6,9.0,93,6,9.0,87,52,3.0,91,40,3.0,170,16,10.0,163,47,5.0,234,22,5.0,221,95,13.0
31,30,0,0,343,76.0,239,355,42.0,2,355,47.0,0,36,7.0,237,41,0.0,3,29,5.0,8,37,7.0,0,6,5.0,53,31,14.0,112,11,9.0,94,25,14.0,98,20,12.0,102,36,7.0,163,1,40.0,156,9,12.0,215,63,13.0,218,67,13.0
31,31,0,0,363,18.0,239,375,51.0,2,375,53.0,10,3,51.0,6,15,53.0,12,14,52.0,1,37,51.0,54,9,60.0,44,32,44.0,99,3,100.0,91,32,46.0,85,27,47.0,91,37,46.0,175,41,57.0,165,11,44.0,237,57,54.0,224,18,44.0
31,32,0,0,386,69.0,239,398,49.0,2,398,56.0,42,42,5.0,2,46,0.0,5,11,2.0,1,37,6.0,43,25,6.0,42,52,4.0,96,1,21.0,92,20,2.0,88,19,2.0,91,45,2.0,176,58,7.0,175,2,7.0,237,78,5.0,233,61,35.0
31,35,0,8,423,64.0,12,48,27.0,65,44,23.0,50,37,13.0,8,0,3.0,12,39,17.0,6,3,3.0,57,52,26.0,41,0,3.0,102,44,26.0,104,43,26.0,76,11,5.0,68,0,0.0,149,0,1.0,152,0,1.0,222,0,2.0,215,0,4.0
31,37,0,0,423,90.0,0,0,0.0,0,0,0.0,5,3,5.0,7,0,1.0,25,8,2.0,28,11,2.0,73,28,5.0,70,28,5.0,118,28,14.0,118,26,14.0,94,0,13.0,100,3,14.0,72,29,5.0,190,0,0.0,121,0,9.0,0,0,0.0
31,56,0,158,281,151.0,4,0,5.0,2,2,4.0,5,2,4.0,4,3,6.0,11,9,10.0,15,22,3.0,14,8,30.0,14,59,35.0,4,49,28.0,17,37,29.0,8,23,1.0,10,16,27.0,15,11,30.0,17,59,22.0,49,59,8.0,43,50,39.0
31,73,0,163,284,142.0,7,2,12.0,7,0,10.0,3,2,4.0,4,3,7.0,3,3,3.0,163,296,15.0,1,3,4.0,12,10,33.0,1,3,4.0,163,296,15.0,161,294,14.0,83,291,5.0,163,296,15.0,9,292,14.0,55,68,12.0,47,75,5.0
32,3,0,79,423,109.0,0,0,0.0,0,0,0.0,16,0,1.0,0,0,0.0,2,0,0.0,14,0,8.0,1,0,0.0,9,0,0.0,42,3,9.0,37,5,7.0,42,0,9.0,42,0,9.0,2,0,0.0,94,0,77.0,44,0,9.0,44,0,9.0
32,5,0,0,349,71.0,8,4,24.0,7,3,0.0,2,3,25.0,5,8,0.0,1,39,4.0,16,11,13.0,42,62,11.0,70,5,16.0,94,53,9.0,100,22,31.0,96,41,7.0,96,14,6.0,170,10,7.0,178,45,3.0,237,8,30.0,236,66,0.0
32,6,0,53,248,193.0,186,260,72.0,35,7,175.0,37,59,122.0,184,59,107.0,50,76,132.0,53,82,129.0,7,31,130.0,2,23,131.0,32,3,130.0,31,3,176.0,32,69,123.0,42,57,122.0,120,65,124.0,108,37,106.0,184,82,131.0,180,52,96.0
32,7,0,0,263,76.0,57,5,9.0,235,108,26.0,91,44,6.0,93,30,0.0,1,26,9.0,1,37,8.0,47,4,9.0,45,2,9.0,88,33,1.0,62,10,6.0,88,31,5.0,89,45,5.0,165,31,2.0,162,11,9.0,237,63,14.0,232,11,16.0
32,8,0,0,247,71.0,8,1,18.0,0,7,54.0,2,0,55.0,3,26,0.0,5,21,0.0,0,25,0.0,48,0,0.0,46,3,1.0,93,21,5.0,94,20,1.0,88,26,3.0,93,15,6.0,164,15,14.0,163,21,10.0,234,2,14.0,234,2,14.0
32,9,0,58,236,74.0,156,42,2.0,58,60,124.0,110,13,72.0,56,20,2.0,55,21,2.0,35,44,9.0,14,4,0.0,15,37,4.0,35,11,0.0,40,14,58.0,27,20,4.0,33,37,4.0,103,8,4.0,105,19,8.0,157,39,4.0,176,14,11.0
32,10,0,181,214,88.0,174,38,6.0,181,41,5.0,176,26,4.0,172,51,5.0,176,26,4.0,161,48,3.0,129,12,12.0,136,24,3.0,86,1,1.0,179,32,111.0,96,22,9.0,86,47,2.0,28,10,1.0,21,33,0.0,39,16,16.0,52,35,10.0
32,11,0,0,254,88.0,0,56,0.0,0,75,0.0,0,114,0.0,6,73,0.0,10,30,3.0,27,9,0.0,54,46,7.0,66,4,2.0,99,59,7.0,2,73,111.0,96,36,3.0,101,7,2.0,158,62,4.0,163,14,2.0,226,74,17.0,229,8,3.0
32,12,0,0,185,181.0,0,3,32.0,239,55,96.0,0,9,61.0,34,46,84.0,15,18,88.0,34,46,84.0,62,1,97.0,73,55,78.0,103,15,163.0,99,8,91.0,96,19,93.0,100,44,90.0,164,5,81.0,160,39,81.0,226,13,81.0,222,57,92.0
32,13,0,0,169,184.0,8,10,82.0,0,7,82.0,1,11,82.0,31,44,82.0,17,14,87.0,31,44,82.0,62,5,96.0,70,52,75.0,102,20,166.0,99,12,89.0,89,22,87.0,92,44,83.0,160,3,83.0,154,26,81.0,227,2,83.0,207,52,79.0
32,14,0,0,161,121.0,0,2,5.0,0,1,1.0,1,6,5.0,0,6,4.0,21,3,22.0,31,42,14.0,62,14,25.0,69,52,3.0,97,30,7.0,106,48,7.0,95,13,19.0,100,37,17.0,156,6,19.0,150,19,14.0,223,11,21.0,199,23,3.0
32,15,0,0,148,126.0,7,2,0.0,0,29,27.0,7,6,6.0,3,24,0.0,24,5,22.0,35,45,11.0,62,13,21.0,71,54,3.0,93,24,3.0,108,51,1.0,99,16,22.0,104,39,16.0,157,14,21.0,155,20,22.0,223,23,26.0,200,8,28.0
32,16,0,16,145,128.0,2,1,1.0,4,2,1.0,2,3,0.0,1,19,5.0,15,1,17.0,27,39,5.0,52,19,17.0,61,46,0.0,84,30,112.0,99,39,3.0,83,8,14.0,90,31,11.0,142,9,14.0,143,16,17.0,200,23,27.0,190,3,0.0
32,17,0,18,140,166.0,1,1,17.0,0,22,22.0,0,4,29.0,1,21,25.0,15,1,47.0,29,36,37.0,50,16,53.0,65,39,29.0,85,27,40.0,88,32,38.0,81,6,45.0,85,28,41.0,134,9,37.0,134,13,42.0,179,14,54.0,189,2,43.0
32,18,0,21,137,158.0,1,0,2.0,3,20,11.0,0,1,3.0,3,18,13.0,13,2,27.0,28,31,18.0,48,17,36.0,66,36,4.0,81,26,30.0,87,33,17.0,79,0,33.0,86,23,25.0,127,21,25.0,136,12,21.0,171,2,38.0,183,4,51.0
32,19,0,25,128,155.0,3,0,7.0,4,18,7.0,1,3,2.0,2,20,1.0,13,1,15.0,25,32,10.0,47,13,27.0,59,31,9.0,79,23,11.0,73,22,13.0,75,4,24.0,79,25,11.0,126,14,13.0,130,17,11.0,168,16,24.0,180,13,32.0
32,20,0,29,117,180.0,1,2,18.0,2,19,24.0,1,4,17.0,1,20,24.0,14,1,36.0,25,34,32.0,45,11,8.0,57,35,26.0,78,19,34.0,66,23,35.0,75,6,38.0,78,28,35.0,123,6,29.0,122,22,35.0,166,16,110.0,173,24,40.0
32,21,0,32,106,181.0,3,0,4.0,1,21,6.0,1,4,12.0,0,20,19.0,14,2,24.0,23,36,24.0,48,11,36.0,55,39,19.0,77,20,4.0,76,33,27.0,75,6,35.0,78,28,30.0,123,3,22.0,119,23,27.0,164,6,112.0,162,30,27.0
32,22,0,32,101,182.0,0,1,1.0,1,18,11.0,0,2,2.0,2,17,13.0,16,1,32.0,23,34,17.0,45,15,30.0,52,41,13.0,75,24,22.0,82,37,7.0,73,4,28.0,76,26,23.0,120,0,29.0,112,19,13.0,161,2,117.0,155,21,27.0
32,23,0,37,95,188.0,4,1,2.0,0,20,8.0,3,2,3.0,1,19,9.0,12,2,33.0,19,34,13.0,41,16,35.0,46,43,8.0,62,22,23.0,77,42,6.0,68,6,32.0,69,28,22.0,112,6,26.0,111,16,19.0,154,2,124.0,153,8,124.0
32,24,0,98,128,181.0,57,37,6.0,62,20,10.0,60,34,3.0,57,19,2.0,45,38,14.0,37,4,5.0,18,53,16.0,6,3,0.0,2,58,7.0,19,2,2.0,8,31,20.0,12,10,4.0,50,30,13.0,49,19,11.0,91,31,117.0,87,30,120.0
32,25,0,43,90,190.0,3,0,2.0,3,18,7.0,0,4,6.0,1,19,7.0,12,2,14.0,21,30,6.0,39,15,18.0,51,35,6.0,63,22,8.0,75,30,3.0,63,3,11.0,66,22,10.0,102,0,10.0,102,16,10.0,142,4,125.0,143,11,130.0
32,26,0,45,93,187.0,0,0,0.0,1,15,0.0,0,0,0.0,2,14,1.0,11,6,7.0,20,22,5.0,39,18,7.0,47,24,2.0,64,26,6.0,61,17,5.0,63,4,7.0,65,15,5.0,101,15,15.0,105,8,5.0,133,3,170.0,144,5,121.0
32,27,0,44,83,196.0,0,1,2.0,4,18,9.0,2,5,7.0,4,18,9.0,14,0,15.0,21,27,6.0,40,10,16.0,46,27,10.0,65,18,14.0,58,23,12.0,63,2,15.0,66,21,12.0,102,6,32.0,103,15,11.0,145,1,106.0,141,15,128.0
32,28,0,56,95,191.0,7,15,9.0,5,4,3.0,7,15,9.0,6,1,3.0,4,19,7.0,12,8,2.0,29,28,5.0,37,10,1.0,52,35,2.0,64,10,5.0,53,16,8.0,54,2,9.0,92,25,40.0,93,1,6.0,128,35,70.0,132,2,125.0
32,29,0,50,67,208.0,1,0,1.0,0,0,0.0,0,4,8.0,1,18,17.0,13,0,21.0,18,28,18.0,40,11,16.0,42,31,21.0,63,16,2.0,54,28,23.0,61,4,24.0,61,23,21.0,98,2,60.0,98,21,20.0,132,7,92.0,134,27,144.0
