Instance,No_In_Sequence,Class,Joint_1_x,Joint_1_y,Joint_1_z,Joint_2_x,Joint_2_y,Joint_2_z,Joint_3_x,Joint_3_y,Joint_3_z,Joint_4_x,Joint_4_y,Joint_4_z,Joint_5_x,Joint_5_y,Joint_5_z,Joint_6_x,Joint_6_y,Joint_6_z,Joint_7_x,Joint_7_y,Joint_7_z,Joint_8_x,Joint_8_y,Joint_8_z,Joint_9_x,Joint_9_y,Joint_9_z,Joint_10_x,Joint_10_y,Joint_10_z,Joint_11_x,Joint_11_y,Joint_11_z,Joint_12_x,Joint_12_y,Joint_12_z,Joint_13_x,Joint_13_y,Joint_13_z,Joint_14_x,Joint_14_y,Joint_14_z,Joint_15_x,Joint_15_y,Joint_15_z,Joint_16_x,Joint_16_y,Joint_16_z,Joint_17_x,Joint_17_y,Joint_17_z
45,31,0,0,49,106.0,1,3,13.0,0,2,0.0,5,5,15.0,2,18,30.0,20,7,2.0,35,39,10.0,61,10,9.0,73,40,9.0,99,23,4.0,98,41,11.0,96,14,2.0,100,36,5.0,152,13,2.0,159,18,8.0,199,22,2.0,204,18,0.0
45,32,0,0,37,116.0,2,0,18.0,0,7,0.0,6,5,9.0,6,20,0.0,22,7,9.0,34,37,8.0,61,4,16.0,74,48,15.0,98,15,13.0,96,15,13.0,95,6,13.0,103,34,2.0,150,22,13.0,165,23,2.0,206,0,12.0,211,19,27.0
45,33,0,0,-12,129.0,6,34,2.0,0,3,0.0,8,36,1.0,8,53,11.0,23,40,15.0,36,70,1.0,63,33,23.0,76,86,13.0,100,23,23.0,205,66,17.0,92,41,25.0,100,70,14.0,163,18,12.0,165,64,8.0,204,6,15.0,211,67,12.0
45,34,0,0,4,94.0,6,2,0.0,0,4,0.0,11,3,0.0,9,0,0.0,28,2,0.0,38,37,36.0,68,15,33.0,76,52,36.0,94,21,26.0,95,52,30.0,100,9,0.0,103,36,27.0,169,4,0.0,158,33,30.0,231,12,20.0,211,49,0.0
45,35,0,155,7,126.0,119,16,13.0,114,14,4.0,146,19,1.0,79,16,0.0,120,3,0.0,117,10,3.0,77,15,1.0,79,16,0.0,67,12,12.0,155,19,2.0,63,2,0.0,63,4,110.0,10,1,0.0,11,3,110.0,36,24,6.0,40,26,4.0
45,36,0,0,-12,129.0,0,4,1.0,0,2,1.0,16,0,0.0,30,39,72.0,35,8,5.0,42,28,66.0,82,37,15.0,80,38,14.0,108,32,19.0,108,32,19.0,121,18,0.0,106,19,0.0,159,3,11.0,155,2,11.0,231,4,18.0,89,34,16.0
45,37,0,0,-12,125.0,0,4,0.0,0,2,0.0,17,2,0.0,31,16,0.0,40,17,0.0,41,21,90.0,74,32,29.0,77,31,31.0,104,28,36.0,106,29,36.0,112,2,4.0,110,6,4.0,85,14,4.0,84,15,4.0,104,28,36.0,103,28,37.0
45,46,0,163,199,157.0,0,1,0.0,161,211,29.0,4,3,10.0,5,8,3.0,18,9,24.0,7,5,12.0,28,8,41.0,15,13,29.0,9,7,25.0,8,4,21.0,33,14,39.0,18,53,24.0,12,88,4.0,22,57,7.0,68,207,42.0,8,7,12.0
45,64,0,170,205,138.0,69,217,24.0,0,0,0.0,7,1,18.0,23,21,44.0,26,5,43.0,25,25,44.0,17,1,21.0,24,19,44.0,0,1,1.0,1,2,3.0,4,10,4.0,18,21,43.0,0,1,1.0,29,56,25.0,1,42,4.0,11,45,8.0
45,68,0,163,198,159.0,0,0,0.0,161,210,31.0,0,0,0.0,1,1,1.0,16,29,21.0,8,25,21.0,25,8,41.0,12,17,21.0,8,8,25.0,9,8,28.0,11,3,25.0,7,8,23.0,7,8,23.0,22,63,1.0,68,206,43.0,4,2,11.0
45,78,0,169,195,143.0,6,4,13.0,1,10,6.0,2,4,1.0,1,4,1.0,24,15,37.0,13,15,34.0,19,12,27.0,9,8,15.0,2,11,9.0,1,8,6.0,16,0,25.0,25,49,38.0,16,97,11.0,28,62,17.0,70,207,28.0,25,55,18.0
46,5,0,18,1,128.0,2,5,7.0,5,1,0.0,2,6,0.0,7,11,0.0,28,2,0.0,18,11,1.0,58,12,32.0,56,12,31.0,82,22,23.0,81,22,23.0,85,11,7.0,88,1,0.0,96,24,12.0,100,11,7.0,126,10,8.0,7,4,7.0
46,6,0,14,60,119.0,3,3,2.0,6,4,5.0,1,11,58.0,12,20,3.0,21,8,4.0,9,43,1.0,61,10,8.0,48,54,1.0,78,19,18.0,78,30,22.0,96,18,10.0,85,45,0.0,154,16,0.0,152,54,0.0,205,21,12.0,217,69,5.0
46,7,0,14,80,115.0,3,2,2.0,6,4,1.0,10,2,64.0,10,19,1.0,25,9,17.0,8,46,11.0,66,6,29.0,50,57,13.0,100,3,68.0,85,51,18.0,93,20,8.0,87,44,15.0,149,21,1.0,148,49,12.0,194,38,20.0,190,90,0.0
46,8,0,11,95,115.0,2,3,1.0,7,2,1.0,2,5,0.0,10,17,2.0,26,10,6.0,7,45,13.0,61,1,15.0,47,64,18.0,89,13,50.0,86,66,20.0,93,23,3.0,88,43,17.0,144,25,7.0,140,30,13.0,193,47,11.0,196,57,13.0
46,9,0,10,113,110.0,3,3,1.0,7,3,2.0,2,1,2.0,9,18,2.0,26,12,1.0,7,46,13.0,63,4,9.0,47,69,18.0,80,18,11.0,87,74,18.0,92,26,9.0,85,46,15.0,149,46,10.0,152,28,15.0,201,69,93.0,216,34,64.0
46,10,0,11,126,104.0,3,3,3.0,8,3,3.0,2,6,4.0,10,18,2.0,27,14,5.0,7,45,9.0,64,6,17.0,44,66,13.0,82,16,20.0,92,69,14.0,95,28,3.0,91,44,9.0,155,53,1.0,155,28,9.0,214,51,58.0,208,22,23.0
46,11,0,7,145,102.0,3,3,1.0,7,3,1.0,3,2,1.0,4,15,1.0,21,18,4.0,9,44,12.0,63,10,13.0,53,58,17.0,97,4,20.0,96,52,17.0,95,27,7.0,92,44,14.0,160,28,12.0,163,34,12.0,208,41,22.0,219,37,60.0
46,12,0,4,163,101.0,3,2,5.0,4,4,0.0,4,3,3.0,0,18,3.0,12,22,4.0,9,43,16.0,58,15,3.0,57,40,18.0,95,10,13.0,94,15,9.0,105,26,16.0,105,42,18.0,166,46,16.0,168,43,15.0,218,48,52.0,222,53,58.0
46,13,0,5,183,100.0,4,3,1.0,3,3,0.0,5,2,1.0,3,13,4.0,7,25,8.0,4,41,17.0,49,18,7.0,49,24,15.0,77,5,25.0,78,6,24.0,95,22,4.0,91,40,11.0,156,6,3.0,160,50,12.0,222,37,2.0,222,71,59.0
46,14,0,1,206,16.0,1,2,71.0,1,4,84.0,1,3,88.0,0,15,81.0,8,30,72.0,10,36,67.0,56,18,60.0,54,23,60.0,69,4,57.0,82,12,62.0,99,31,76.0,97,43,71.0,162,17,84.0,162,58,72.0,229,2,79.0,218,86,33.0
46,15,0,12,222,100.0,6,5,1.0,8,1,2.0,9,9,4.0,11,12,4.0,1,29,13.0,1,35,15.0,48,20,23.0,48,24,25.0,68,4,24.0,79,5,22.0,87,30,12.0,85,38,15.0,154,15,4.0,154,46,15.0,221,13,8.0,215,95,47.0
46,16,0,5,242,102.0,1,2,3.0,2,2,0.0,8,13,67.0,4,14,2.0,8,29,15.0,9,33,17.0,56,39,19.0,57,29,21.0,100,16,21.0,95,17,21.0,91,27,20.0,94,35,17.0,157,25,17.0,158,20,20.0,228,32,8.0,203,72,14.0
46,17,0,0,257,107.0,0,5,3.0,0,6,5.0,9,6,6.0,1,10,6.0,12,25,20.0,12,29,20.0,83,17,19.0,58,32,26.0,102,0,1.0,101,29,26.0,96,44,17.0,95,27,26.0,162,29,10.0,155,5,22.0,230,46,15.0,215,26,17.0
46,18,0,5,277,104.0,4,1,0.0,3,1,0.0,2,7,3.0,4,10,2.0,19,15,13.0,10,28,15.0,73,25,21.0,52,41,14.0,90,2,15.0,98,32,21.0,95,43,14.0,95,30,21.0,163,47,7.0,162,3,16.0,224,65,7.0,222,9,19.0
46,19,0,8,291,110.0,6,4,7.0,5,2,2.0,7,3,3.0,3,4,3.0,9,31,20.0,12,25,22.0,71,25,23.0,61,25,22.0,89,7,4.0,99,22,24.0,102,44,20.0,99,29,27.0,158,47,10.0,162,5,20.0,219,76,14.0,227,5,25.0
46,20,0,8,311,104.0,4,0,1.0,5,2,4.0,3,45,0.0,7,8,2.0,23,49,4.0,12,19,15.0,62,41,9.0,66,6,14.0,72,38,12.0,101,1,50.0,96,48,11.0,97,26,15.0,159,34,9.0,163,11,15.0,201,70,3.0,228,13,17.0
46,21,0,0,325,109.0,239,337,8.0,0,3,0.0,9,48,0.0,1,7,3.0,31,52,2.0,21,12,17.0,69,60,4.0,67,12,19.0,118,49,9.0,106,28,89.0,100,50,9.0,96,25,15.0,156,29,14.0,165,21,19.0,215,47,10.0,232,25,21.0
46,22,0,0,311,114.0,0,1,0.0,0,22,6.0,1,3,3.0,2,20,4.0,34,25,2.0,26,18,17.0,75,42,4.0,66,45,17.0,114,42,9.0,100,59,0.0,103,24,8.0,101,4,17.0,170,1,24.0,170,0,24.0,223,1,20.0,233,10,26.0
46,23,0,0,344,130.0,9,33,11.0,10,14,9.0,13,30,14.0,15,9,12.0,46,53,13.0,34,5,29.0,81,67,8.0,70,19,30.0,115,70,2.0,104,33,14.0,110,44,23.0,106,17,30.0,170,22,33.0,172,25,34.0,226,10,14.0,230,41,42.0
46,24,0,28,339,122.0,211,351,11.0,0,34,59.0,7,23,4.0,6,2,5.0,23,42,2.0,11,5,9.0,60,51,5.0,48,24,17.0,94,49,8.0,81,33,17.0,83,31,9.0,79,4,15.0,130,17,11.0,133,0,19.0,189,6,5.0,189,17,29.0
46,25,0,30,339,130.0,209,351,16.0,2,34,52.0,4,22,7.0,5,2,5.0,21,36,2.0,12,7,12.0,61,44,8.0,48,22,16.0,89,35,2.0,81,30,14.0,83,26,7.0,80,1,12.0,133,12,8.0,129,15,11.0,193,1,35.0,177,3,29.0
46,26,0,34,339,137.0,18,5,28.0,7,36,42.0,5,20,7.0,6,1,6.0,20,32,0.0,11,12,12.0,57,38,14.0,47,25,19.0,75,25,5.0,81,28,19.0,73,20,9.0,70,7,14.0,131,10,13.0,124,15,9.0,189,3,19.0,179,13,16.0
46,27,0,41,341,144.0,9,25,28.0,13,1,11.0,5,19,13.0,6,1,6.0,17,29,1.0,11,14,12.0,52,37,7.0,44,26,16.0,67,24,3.0,76,30,21.0,69,18,7.0,67,9,16.0,126,11,16.0,125,13,2.0,181,5,23.0,173,17,1.0
46,28,0,47,346,155.0,4,20,16.0,11,3,27.0,4,20,16.0,5,3,12.0,15,29,1.0,12,11,9.0,49,38,1.0,47,26,13.0,71,30,2.0,78,29,30.0,67,21,7.0,65,6,13.0,119,14,21.0,119,8,11.0,175,10,33.0,167,10,3.0
46,29,0,46,329,181.0,2,6,13.0,44,341,55.0,0,0,0.0,1,16,14.0,18,9,25.0,17,30,30.0,49,18,19.0,50,41,26.0,77,20,11.0,79,43,27.0,73,1,27.0,72,23,33.0,116,1,27.0,121,25,30.0,154,5,49.0,168,27,28.0
46,30,0,51,325,182.0,1,0,1.0,8,15,1.0,2,1,1.0,2,17,5.0,14,4,19.0,15,33,18.0,44,14,17.0,50,41,19.0,71,18,6.0,70,35,29.0,68,3,23.0,67,27,28.0,108,0,12.0,116,28,25.0,150,8,33.0,161,31,25.0
46,31,0,58,318,184.0,1,0,0.0,2,4,3.0,4,4,2.0,5,17,0.0,11,1,7.0,12,34,1.0,42,7,12.0,45,41,10.0,67,10,5.0,60,30,21.0,67,9,17.0,65,31,22.0,111,6,4.0,109,34,26.0,147,8,2.0,153,38,23.0
46,32,0,65,310,181.0,2,1,1.0,10,15,2.0,4,3,2.0,5,16,0.0,11,1,1.0,10,31,4.0,41,0,2.0,39,39,1.0,66,2,0.0,55,32,2.0,60,14,4.0,58,34,2.0,103,12,0.0,100,38,7.0,138,13,3.0,143,46,20.0
46,33,0,64,304,184.0,2,4,3.0,1,10,4.0,0,0,0.0,2,10,4.0,15,0,3.0,14,28,1.0,43,3,4.0,39,38,0.0,66,0,3.0,58,34,1.0,63,10,3.0,61,29,3.0,102,11,3.0,97,33,1.0,140,19,1.0,130,48,6.0
46,34,0,71,282,181.0,14,10,1.0,69,294,53.0,7,6,0.0,9,25,9.0,8,15,0.0,8,42,6.0,29,3,0.0,35,51,6.0,136,33,6.0,57,53,6.0,53,26,2.0,51,42,3.0,92,27,4.0,88,33,4.0,132,40,3.0,118,55,3.0
46,35,0,70,283,181.0,169,295,67.0,169,295,67.0,2,20,3.0,4,22,7.0,8,16,2.0,9,31,9.0,31,7,0.0,31,40,8.0,11,1,1.0,54,43,9.0,52,22,2.0,50,32,4.0,93,24,3.0,93,25,3.0,130,37,5.0,129,36,5.0
46,36,0,60,287,181.0,8,4,0.0,5,1,0.0,9,13,1.0,12,14,1.0,22,17,2.0,22,20,6.0,36,17,4.0,40,20,7.0,72,24,4.0,66,28,4.0,65,16,1.0,65,24,4.0,101,18,3.0,102,25,8.0,138,32,8.0,133,27,8.0
46,55,0,163,199,157.0,0,1,0.0,7,6,20.0,4,6,6.0,5,0,13.0,17,8,24.0,11,26,24.0,29,8,39.0,16,12,29.0,8,7,23.0,7,4,20.0,33,3,39.0,8,83,6.0,7,109,1.0,22,62,5.0,12,96,1.0,12,96,1.0
46,61,0,159,199,168.0,4,1,10.0,0,0,0.0,0,3,1.0,1,1,2.0,11,3,31.0,2,16,9.0,29,7,50.0,19,12,41.0,12,7,34.0,11,8,32.0,37,15,47.0,11,12,15.0,2,13,3.0,3,14,10.0,12,48,26.0,11,7,21.0
47,4,0,77,308,194.0,3,3,1.0,3,3,6.0,0,5,6.0,5,11,13.0,14,5,1.0,12,8,7.0,41,2,13.0,38,6,6.0,60,5,8.0,63,4,3.0,54,2,1.0,54,15,10.0,88,3,4.0,85,5,6.0,115,4,7.0,112,8,5.0
47,5,0,69,326,187.0,3,2,0.0,3,4,0.0,1,5,8.0,4,11,3.0,17,7,9.0,13,20,1.0,39,12,4.0,39,32,5.0,57,19,0.0,60,26,5.0,60,1,1.0,58,15,0.0,97,10,0.0,97,5,0.0,126,25,5.0,133,4,0.0
47,6,0,60,333,181.0,3,3,0.0,2,3,0.0,4,9,8.0,2,7,0.0,17,17,4.0,18,15,3.0,44,27,5.0,44,24,3.0,67,31,4.0,62,16,0.0,66,16,1.0,67,7,0.0,106,23,1.0,110,4,1.0,147,31,2.0,143,2,3.0
47,7,0,59,338,179.0,4,4,0.0,3,3,1.0,4,11,7.0,2,6,5.0,17,20,3.0,17,13,3.0,44,30,5.0,48,24,3.0,70,36,0.0,66,21,2.0,69,17,0.0,70,6,1.0,110,23,17.0,111,6,2.0,152,29,11.0,144,7,5.0
47,8,0,54,345,171.0,4,3,1.0,3,3,0.0,4,11,2.0,2,5,5.0,19,22,3.0,18,13,10.0,46,30,19.0,44,24,10.0,70,32,6.0,65,26,8.0,73,16,3.0,73,8,3.0,116,22,17.0,113,10,2.0,156,23,6.0,148,12,13.0
47,9,0,49,346,161.0,5,3,2.0,3,2,0.0,5,13,0.0,0,5,6.0,19,26,0.0,18,11,19.0,47,34,7.0,43,20,19.0,68,31,12.0,58,22,19.0,76,15,9.0,75,8,3.0,119,20,7.0,115,9,4.0,162,22,1.0,154,3,18.0
47,10,0,47,343,160.0,5,3,4.0,3,2,2.0,7,14,6.0,1,5,8.0,17,30,9.0,19,6,8.0,46,40,14.0,48,18,1.0,66,32,27.0,43,13,1.0,78,20,19.0,76,4,5.0,123,25,4.0,121,2,14.0,164,25,2.0,167,5,6.0
47,11,0,47,336,158.0,5,3,4.0,3,3,0.0,8,15,9.0,3,2,1.0,14,34,13.0,18,2,5.0,46,47,22.0,48,13,4.0,69,38,28.0,29,9,0.0,78,27,24.0,79,3,3.0,122,32,6.0,123,9,16.0,164,32,2.0,172,15,22.0
47,12,0,45,326,153.0,6,3,7.0,4,2,1.0,11,15,7.0,0,4,8.0,11,38,11.0,19,2,7.0,44,53,17.0,45,11,3.0,72,51,29.0,20,2,2.0,79,34,21.0,79,10,7.0,122,40,11.0,125,16,15.0,162,45,5.0,175,25,22.0
47,13,0,40,318,147.0,5,4,3.0,3,2,2.0,11,15,5.0,1,4,11.0,11,41,10.0,18,4,5.0,45,58,17.0,45,10,5.0,75,60,17.0,18,1,0.0,78,35,19.0,80,12,4.0,125,39,22.0,132,19,17.0,161,54,9.0,180,33,19.0
47,14,0,36,314,136.0,5,2,1.0,3,3,5.0,11,15,5.0,1,4,13.0,12,42,11.0,20,4,1.0,47,59,8.0,47,11,13.0,77,63,13.0,19,3,2.0,80,34,15.0,81,11,4.0,128,32,20.0,134,21,15.0,185,43,15.0,183,39,14.0
47,15,0,34,307,129.0,5,2,1.0,3,4,0.0,12,15,4.0,1,5,5.0,11,42,8.0,20,5,1.0,48,61,6.0,48,11,10.0,80,62,13.0,19,4,3.0,83,34,13.0,84,12,1.0,133,28,19.0,135,25,17.0,189,28,22.0,183,42,8.0
47,16,0,31,298,123.0,6,2,0.0,4,2,2.0,12,16,2.0,3,2,1.0,11,45,9.0,20,6,2.0,50,60,16.0,50,8,9.0,85,58,23.0,19,3,2.0,85,34,16.0,87,12,4.0,138,26,15.0,139,28,17.0,195,26,23.0,184,50,5.0
47,17,0,24,288,117.0,7,3,1.0,7,2,6.0,13,17,1.0,15,4,6.0,10,45,15.0,21,9,1.0,51,53,22.0,51,5,10.0,85,41,20.0,20,1,6.0,91,31,13.0,91,11,1.0,144,26,17.0,146,10,1.0,204,35,17.0,180,46,8.0
47,18,0,20,277,114.0,8,2,0.0,6,1,1.0,16,16,7.0,16,17,7.0,6,42,17.0,12,19,3.0,51,37,24.0,52,0,6.0,84,15,23.0,20,1,4.0,88,32,18.0,86,14,24.0,150,31,14.0,141,4,6.0,211,45,14.0,193,30,12.0
47,19,0,16,263,109.0,7,2,1.0,6,2,0.0,14,16,2.0,16,15,2.0,4,40,15.0,12,18,5.0,46,29,25.0,51,3,11.0,76,2,19.0,24,0,14.0,91,34,9.0,89,11,2.0,152,41,9.0,145,1,7.0,215,58,10.0,204,1,6.0
47,20,0,18,246,107.0,8,1,2.0,9,1,2.0,15,15,3.0,18,15,3.0,2,39,14.0,10,19,5.0,45,27,23.0,51,4,9.0,76,5,24.0,32,3,7.0,89,37,10.0,88,15,5.0,148,47,10.0,148,9,5.0,210,73,8.0,210,4,9.0
47,21,0,17,227,113.0,8,0,2.0,8,1,2.0,15,14,6.0,17,13,6.0,2,38,21.0,8,23,16.0,44,34,28.0,54,20,21.0,81,11,28.0,56,8,0.0,89,35,21.0,89,18,22.0,147,39,21.0,150,12,11.0,199,77,16.0,212,12,16.0
47,22,0,15,214,116.0,8,0,5.0,6,2,5.0,14,14,12.0,15,13,9.0,3,38,24.0,9,22,13.0,47,40,33.0,55,15,15.0,87,26,32.0,79,11,5.0,88,34,31.0,87,24,29.0,148,18,24.0,150,18,24.0,190,63,17.0,217,24,17.0
47,23,0,13,197,111.0,9,1,2.0,7,3,2.0,13,10,8.0,206,38,18.0,4,37,19.0,8,19,7.0,45,48,26.0,38,31,16.0,87,43,26.0,88,45,27.0,94,22,24.0,93,29,26.0,144,5,21.0,154,31,15.0,216,25,11.0,221,40,24.0
47,24,0,13,176,122.0,9,1,10.0,8,5,9.0,12,11,15.0,6,9,15.0,2,35,27.0,6,24,24.0,45,52,37.0,56,52,37.0,88,48,37.0,91,47,38.0,95,30,34.0,94,37,34.0,153,3,33.0,157,42,20.0,219,19,26.0,217,60,27.0
47,25,0,2,150,111.0,1,2,1.0,2,0,3.0,2,12,7.0,5,7,3.0,11,33,20.0,18,26,18.0,55,43,27.0,63,51,28.0,104,41,26.0,104,48,28.0,98,31,22.0,98,41,26.0,168,3,21.0,163,46,9.0,231,4,23.0,222,79,10.0
47,26,0,1,132,109.0,1,0,20.0,1,1,20.0,1,11,20.0,2,8,0.0,12,24,19.0,17,39,20.0,56,18,23.0,64,59,4.0,106,1,23.0,102,56,14.0,98,28,24.0,98,46,19.0,167,8,21.0,158,25,19.0,233,13,21.0,206,62,3.0
47,27,0,1,122,109.0,1,1,19.0,1,1,14.0,1,9,19.0,204,35,14.0,10,17,23.0,27,48,8.0,53,4,26.0,64,58,5.0,95,33,12.0,99,52,7.0,91,27,19.0,95,43,15.0,162,13,21.0,158,17,19.0,232,23,21.0,209,37,11.0
47,28,0,0,105,90.0,0,0,10.0,8,12,8.0,5,11,10.0,237,7,55.0,12,14,3.0,23,44,10.0,55,17,5.0,67,59,24.0,81,46,0.0,107,48,10.0,96,26,2.0,98,43,5.0,164,27,0.0,156,5,13.0,233,38,2.0,222,8,37.0
47,29,0,9,89,110.0,2,2,4.0,2,3,5.0,7,1,1.0,0,0,0.0,7,11,18.0,22,44,5.0,45,21,22.0,63,57,6.0,65,47,18.0,98,49,5.0,87,23,18.0,91,43,14.0,154,28,15.0,153,6,2.0,222,51,25.0,203,13,60.0
47,30,0,9,72,117.0,1,0,1.0,1,2,1.0,7,3,3.0,9,3,0.0,10,11,20.0,26,45,11.0,52,10,27.0,68,54,1.0,79,35,20.0,97,48,6.0,87,19,20.0,92,40,13.0,152,9,17.0,151,15,17.0,210,51,64.0,204,41,30.0
47,31,0,0,67,98.0,0,1,0.0,0,5,0.0,4,4,23.0,3,25,18.0,19,6,1.0,33,39,11.0,60,11,3.0,61,19,2.0,96,28,0.0,88,38,13.0,96,11,1.0,101,34,8.0,152,15,6.0,159,15,8.0,199,6,48.0,209,12,48.0
47,32,0,0,49,107.0,7,1,11.0,0,3,0.0,1,7,11.0,2,25,11.0,20,11,7.0,33,41,7.0,59,2,12.0,73,40,3.0,99,8,10.0,95,52,21.0,100,10,4.0,104,39,1.0,147,21,0.0,162,26,4.0,211,8,17.0,222,24,57.0
47,33,0,0,34,123.0,0,4,104.0,0,14,0.0,7,2,5.0,3,17,0.0,23,8,18.0,32,38,9.0,61,6,26.0,72,56,19.0,102,1,23.0,100,8,26.0,100,12,26.0,103,39,14.0,166,15,10.0,167,33,9.0,211,28,10.0,211,34,69.0
47,34,0,2,-12,128.0,2,8,3.0,2,8,3.0,6,30,8.0,5,47,0.0,24,35,20.0,33,68,12.0,67,30,8.0,74,86,10.0,104,23,8.0,111,75,12.0,101,40,28.0,105,68,18.0,167,19,28.0,157,63,11.0,209,12,28.0,212,79,70.0
47,35,0,0,-8,128.0,0,0,0.0,0,4,3.0,6,11,5.0,2,26,5.0,28,8,5.0,42,50,5.0,195,54,6.0,79,59,2.0,8,1,0.0,0,4,2.0,88,15,5.0,92,41,11.0,147,16,5.0,147,30,5.0,196,53,5.0,195,51,2.0
47,36,0,56,20,128.0,14,5,5.0,16,3,2.0,40,32,3.0,15,15,10.0,16,11,7.0,17,13,9.0,17,21,5.0,19,21,6.0,50,15,7.0,51,15,7.0,38,27,3.0,42,2,3.0,98,20,3.0,98,17,3.0,175,28,15.0,55,12,4.0
47,38,0,0,-12,125.0,35,8,1.0,0,2,1.0,16,0,2.0,50,26,80.0,47,21,0.0,47,22,0.0,77,32,27.0,81,28,33.0,110,29,36.0,110,29,36.0,100,12,0.0,99,9,4.0,100,3,4.0,101,2,4.0,113,28,35.0,100,1,4.0
47,49,0,236,423,116.0,236,435,12.0,236,433,13.0,51,217,2.0,63,228,19.0,76,240,61.0,92,243,66.0,49,217,2.0,90,237,68.0,66,217,18.0,68,217,23.0,76,241,61.0,78,240,61.0,74,241,56.0,94,167,43.0,56,177,14.0,65,231,28.0
47,60,0,163,199,157.0,0,1,2.0,161,211,29.0,163,208,29.0,1,0,3.0,4,16,22.0,5,16,22.0,25,7,39.0,16,57,9.0,8,7,24.0,8,7,24.0,11,4,24.0,7,12,3.0,2,17,21.0,20,57,0.0,40,57,6.0,18,48,28.0
47,64,0,163,200,156.0,0,2,3.0,7,5,20.0,0,5,0.0,5,1,14.0,7,2,19.0,6,17,21.0,25,6,38.0,15,13,32.0,8,6,23.0,8,4,21.0,12,5,29.0,2,1,7.0,7,6,21.0,16,61,7.0,40,56,4.0,8,8,14.0
48,4,0,21,6,125.0,2,2,0.0,5,3,0.0,2,4,0.0,2,10,0.0,130,204,50.0,120,208,0.0,161,201,7.0,126,250,22.0,149,200,10.0,148,201,11.0,156,197,0.0,137,178,0.0,140,177,47.0,120,251,38.0,210,14,11.0,167,234,4.0
48,5,0,18,59,123.0,3,3,0.0,6,4,2.0,2,0,0.0,11,19,2.0,28,7,3.0,9,45,0.0,60,0,11.0,46,68,3.0,79,16,8.0,69,52,3.0,89,23,2.0,81,44,0.0,144,37,6.0,144,29,14.0,180,68,9.0,193,23,104.0
48,6,0,10,121,103.0,5,3,5.0,8,4,2.0,2,1,2.0,9,19,1.0,14,17,5.0,6,43,11.0,59,20,15.0,47,39,18.0,73,3,16.0,69,4,19.0,96,19,2.0,89,43,8.0,156,10,1.0,152,59,6.0,210,3,54.0,201,75,11.0
48,7,0,13,144,104.0,3,2,0.0,7,3,0.0,1,0,0.0,12,18,3.0,11,20,2.0,6,44,14.0,48,20,9.0,47,41,21.0,72,10,19.0,74,11,21.0,93,22,2.0,90,50,15.0,155,16,2.0,157,66,12.0,215,14,49.0,222,69,68.0
48,8,0,14,165,107.0,3,3,3.0,8,2,0.0,1,3,3.0,13,16,5.0,18,15,3.0,4,41,19.0,67,14,7.0,54,43,25.0,101,8,9.0,85,31,20.0,93,19,10.0,93,41,20.0,153,16,6.0,149,36,21.0,213,35,47.0,190,83,53.0
48,9,0,13,180,102.0,5,2,4.0,8,2,2.0,12,16,0.0,12,16,0.0,11,20,2.0,0,42,12.0,59,16,1.0,44,51,19.0,93,0,24.0,86,47,17.0,86,27,3.0,83,38,12.0,141,10,44.0,140,20,7.0,214,52,51.0,210,53,53.0
48,10,0,13,198,102.0,4,3,0.0,8,0,2.0,2,1,0.0,12,13,0.0,0,33,10.0,0,40,12.0,63,18,5.0,43,55,19.0,81,6,19.0,86,56,17.0,83,32,13.0,82,36,14.0,146,36,7.0,147,7,17.0,215,64,20.0,217,15,0.0
48,11,0,11,218,107.0,2,2,3.0,4,0,3.0,1,12,3.0,10,9,5.0,7,28,15.0,6,37,19.0,69,23,15.0,46,47,22.0,88,5,7.0,92,49,24.0,85,31,19.0,85,35,18.0,148,46,10.0,155,14,19.0,215,83,17.0,223,4,22.0
48,12,0,7,239,103.0,6,0,0.0,4,2,2.0,6,3,3.0,6,15,6.0,10,29,18.0,9,37,19.0,74,21,16.0,53,46,20.0,100,11,3.0,101,36,20.0,93,29,18.0,93,38,20.0,155,41,9.0,163,16,18.0,213,93,6.0,227,13,21.0
48,13,0,0,255,103.0,0,3,1.0,0,4,3.0,0,4,1.0,2,8,6.0,13,24,18.0,14,27,18.0,63,12,22.0,66,12,22.0,104,3,20.0,106,3,20.0,96,22,18.0,96,30,18.0,166,26,18.0,169,22,18.0,203,68,3.0,234,28,18.0
48,14,0,4,274,102.0,3,1,1.0,2,1,1.0,1,2,0.0,3,7,4.0,10,31,12.0,10,23,14.0,70,52,1.0,61,8,19.0,106,46,12.0,93,30,17.0,88,44,13.0,85,32,14.0,153,9,5.0,157,30,17.0,209,30,7.0,230,46,14.0
48,15,0,9,290,105.0,1,1,2.0,2,1,2.0,8,4,2.0,8,4,2.0,11,31,10.0,10,15,14.0,65,58,9.0,48,10,20.0,105,53,5.0,85,44,17.0,90,47,9.0,85,26,13.0,154,11,3.0,159,37,17.0,214,6,5.0,225,60,21.0
48,16,0,11,303,110.0,228,315,1.0,1,2,2.0,7,23,22.0,3,1,1.0,24,40,2.0,14,9,14.0,70,54,9.0,54,15,22.0,112,42,1.0,89,41,18.0,93,41,8.0,91,18,13.0,156,10,13.0,155,14,15.0,220,3,10.0,221,3,10.0
